A10	auto-estrada 10
SGIR	Sistema de Gestão de Informação de Resíduos
SGOA	sistema de gestão de obras de arte
SGOA	Sistema de Gestão de Obras de Arte
SGPC	Sistema Global de Preferências Comerciais
SGPS	s Gestoras de Participações Sociais
SGPS	Sociedade Gestora de Participação Social
SGPS	sociedade gestora de participações
SGPS	sociedade gestora de participações sociais
SGPS	sociedades gestoras de participações sociais
SGQ	Sistema de Gestão da Qualidade
SGR	Sistema Global de Rega
SG	Secretaria-Geral
SG	Société Générale
SG SSI	secretário-geral do Sistema de Segurança Interna
SG-SSI	secretário-geral do Sistema de Segurança Interna
SGS	Societé General de Surveillances
SGU	Sociedade de Gestão Urbana
SHAPE	selective2’-hydroxyl acylation analysed by primer extension
SHC	Sindicato da Hotelaria do Centro
SHEM	Serviço de Helicópteros de Emergência Médica
SHEV	Sociedade Holandesa de Eutanásia Voluntária
SHN	Sindicato da Hotelaria do Norte
SHP	Sociedade Hípica Portuguesa
SHS	Sindicato da Hotelaria do Sul
SIADAP	sistema da avaliação de desempenho na Administração Pública
SIADAP	sistema de avaliação da função pública
SIADAP	sistema de avaliação de desempenho
SIADAP	sistema de avaliação do desempenho na Administração Pública
Siadap	sistema de avaliação dos funcionários públicos
SIADAP	sistema de avaliação dos funcionários públicos
SIADAP	sistema de avaliação e desempenho
Siadap	sistema de avaliação por desempenho dos funcionários
Siadap	Sistema de iação de Desempenho da Administração Pública
Siadap	Sistema de iação do Desempenho na Administração Pública
SIADAP	sistema de quotas na Avaliação de Desempenho
SIADAP	Sistema Integrada da Avaliação de Desempenho na Administração Pública
SIADAP	Sistema Integrado da Avaliação de Desempenho da Administração Pública
SIADAP	Sistema Integrado da Avaliação de Desempenho na Administração Pública
SIADAP	Sistema Integrado da iação de Desempenho
SIADAP	Sistema Integrado da iação de Desempenho da Administração Pública
SIADAP	Sistema Integrado da iação de Desempenho na Administração Pública
SIADAP	Sistema Integrado de Avaliação da Administração Pública
SIADAP	Sistema Integrado de Avaliação de desempenho da Administração Pública
SIADAP	Sistema Integrado de Avaliação do Desempenho da Administração Pública
SIADAP	Sistema Integrado de Avaliação do Desempenho da Adminsitração Pública
SIADAP	Sistema Integrado de Avaliação do Desempenho na Administração Pública
SIADAP	Sistema Integrado de Avaliação e Desempenho da Administração Pública
SIADAP	sistema integrado de gestão e avaliação de desempenho da Administração Pública
SIADAP	sistema integrado de gestão e avaliação de desempenho na administração pública
SIADAP	sistema integrado de gestão e avaliação do desempenho na Administração Pública
Siadap	Sistema Integrado de iação da Administração Pública
SIADAP	Sistema Integrado de iação de Desempenho
SIADAP	Sistema Integrado de iação de Desempenho da Administração Pública
SIADAP	Sistema Integrado de iação de Desempenho na Administração Pública
SIADAP	Sistema Integrado de iação do Desempenho da Administração Pública
SIADAP	Sistema Integrado de iação do Desempenho na Administração Pública
SIADAP	Sistema Integrado de iação e Desempenho da Administração Pública
SIADAP	Sistema Integrado de iação na Administração Pública
SIADEM	Sistema Integrado de Atendimento e Despacho de Emergência Médica
SIAP	Secretariado Inter-Associações de Professores
SIAP	Sindicato Independente dos Agentes de Polícia
SIAVVF	Serviço de Informação e Acompanhamento a Vítimas de Violência Familiar
SIB	Sindicato Bancário Sul e Ilhas
SIBS	Sindicato dos Bancários do Sul e Ilhas
Sibs	Sociedade Interbancária de Serviços
SIBS	Sociedade Interbancária de Serviços
SIBS	Sociedade Inter-Bancária de Serviços
SICAFE	Sistema de Identificação de Caninos e Felinos
SICA	Sistema da Integração Centro-americana
SICBEF	Sistema Informático de Controlo de Benefícios Fiscais
SICCP	Sindicato Independente da Carreira de Chefe de Polícia
SICIT	Secção de Investigação de Criminalidade Informática e de Telecomunicações
Sicomp	Sindicato das Comunicações de Portugal
Sicop	Sindicato da Indústria e do Petrolífero em Portugal
Sicop	Sindicato da Indústria e Petrolífero
sic	se impediu de chamar ‘mentiroso’
sic	seria “o ano dos ACES
SIC	Sítio de Importância Comuniitária
SIC	Sítio de Interesse Comunitário
SIC	"Sítios de Importância Comunitária"
SIC	sítios de interesse comunitário
SIC	sítios de Interesse Comunitário
SIC	Sítios de Interesse Comunitário
sic	solicitado o aperfeiçoamento da proposta"
SIC	subiu 0,21 por cento
SIC	subiu a participação na Impresa
SIDAP	Sistema de Avaliação e Desempenho da Administração Pública
sida	síndroma da imuno-deficiência adquirida
sida	síndrome da imunodeficiência adquirida
SIDES	Sociedade Independente de Desenvolvimento do Ensino Superior
SIDES	Sociedade Independente De Ensino Superior
Sides	Sociedade Independente para o Desenvolvimento do Ensino Superior
SIDES	Sociedade Independente para o Desenvolvimento do Ensino Superior
Sidor	Siderurgia de Orinoco
SIDVA	Sistema Integrado de Despoluição do Vale do Ave
SIEC	Sindicato das Indústrias Eléctricas do Centro
SIEDM	Serviço de Informações Estratégicas de Defesa e Militares
SIEDM	Serviço de Informações Estratégicas e de Defesa Militares
SIEDM	Serviço de Informações Estratégicas e Defesa Militar
SIEDM	Serviços de Informação de Estratégia e Defesa Militares
SIEDM	Serviços de Informações de Estratégia e Defesa Militares
SIEDM	Serviços de Informações Estratégias de Defesa e Militares
SIEDM	Serviços de Informações Estratégicas de Defesa e Militar
SIEDM	Serviços de Informações Estratégicas de Defesa e Militares
SIEDM	Serviços de Informações Estratégicas e de Defesa Militar
SIED	Serviço de Informações Estratégicas da Defesa
SIED	Serviço de Informações Estratégicas de Defesa
SIED	Serviço de Informações Estratégicas e de Defesa
SIED	serviços de informações Estratégicas de Defesa
SIED	Serviços de Informações Estratégicas de Defesa
SIEE	Sindicato dos Inspectores da Educação e do Ensino
SIEE	Sindicato dos Inspectores de Ensino e Educação
SIEM	Sistema Integrado de Emergência Médica
SIEN	Sindicato das Indústrias Eléctricas do Norte
SIE	Sindicato dos Inspectores de Educação
SIESI	sido referido pelo Sindicato das Indústrias Eléctricas
SIESI	Sindicato das Indústrias Eléctricas do Sul e das Ilhas
SIESI	Sindicato das Indústrias Eléctricas do Sul e Ilhas
SIESI	Sindicato das Indústrias Elétricas do Sul e Ilhas
SIETI	Sistema de Informação e Estatística do Trabalho Infantil
SIETI	Sistema de Informação Estatística sobre Trabalho Infantil
SIEV	Sistema de Identificação Electrónica de Veículos
SIFAP	Sindicato dos Profissionais de Farmácia e Paramédicos
SIFAP	Sindicato dos Técnicos de Farmácia e Paramédicos
Sifap	Sindicato Nacional dos Profissionais de Farmácia e Paramédicos
SIFAP	Sindicato Nacional dos Profissionais de Farmácia e Paramédicos
SIFA	Sindicato Independente dos Ferroviários e Afins
SIFICAP	Sistema de Fiscalização e controlo da Actividade das Pescas
Sificap	Sistema de Fiscalização e Controlo das Actividades da Pescas
SIFIDE	Sistema de Incentivos Fiscais à Investigação &amp; Desenvolvimento rial
SIFIDE	Sistema de Incentivos Fiscais em Investigação e Desenvolvimento rial
SIF	sistema de informação financeira
SIF	Sistema de Informação Financeira
SIF	Sistema de Informação Informática
SIGAE	Sistema Integrado de Gestão de Armas e Explosivos
SIGA	semáforos inteligentes de gestão automática
SIGA	Sistema de Informação e Gestão de Autos
SIGEPRA	sistema de gestão dos procedimentos de revisão administrativa
SIGEP	Sistema Integrado de Gestão de Emergência do Distrito do Porto
SIGER	Sistema de Gestão de Risco e Emergência
SIGE	Sistema Integrado de Gestão de Escolas
SIGESP	Sistema de Informação e Gestão da Segurança Privada
SIGESTE	Sistema Integrado de Gestão de Transportes de Explosivos
SIGIC	Sistema de Gestão de Doentes Inscritos para Cirurgia
SIGIC	Sistema de Gestão de Inscritos para Cirurgia
SIGIC	sistema de gestão dos utentes inscritos para cirurgia
SIGIC	Sistema Integrado de Gestão das Listas de Inscritos para Cirurgias
SIGIC	Sistema Integrado de Gestão de Inscritos em Cirurgia
SIGIC	Sistema Integrado de Gestão de Inscritos para Cirurgia
SIGIC	Sistema Integrado de Gestão de Inscritos para Cirurgia”
SIGIC	Sistema Integrado de Gestão de Inscritos para Cirurgias
SIGIC	Sistema Integrado de Gestão dos Inscritos em Cirurgia
SIGIC	Sistema Integrado de Gestão dos Inscritos para Cirurgia
SIGIC	Sistema Integrado para Gestão de Inscritos para Cirurgia
SIGLIC	Sistema de Informação e Gestão da Lista de Inscritos para Cirúrgica
SIGRA	Sistema Integrado para a Gestão de Resíduos nos Açores
SIGRE	Sistema de Informação e Gestão do Recenseamento Eleitoral
SIG	sistema de informação geográfica
SIG	Sistema de Informação Geográfica
SIG	Sistema de Informações Geográfica
SIG	sistemas de informação geográfica
SIG	Sistemas de Informação Geográfica
SIGURB	Sistema de Informação e Gestão Urbana
SIIAH	s de Imobiliário para Arrendamento Habitacional
SIIC	Sistema Integrado de Informação Criminal
SIIE	Sistema de Inventário dos Imóveis do Estado
SIIRP	Sistema Integrado de Informação e Racionalização de Procedimentos
SII	Sistema de Indemnização aos Investidores
SII	Sistema de Indemnização de Investidores
SII	Sistema de Indemnização dos Investidores
SIL	Salão do Imobiliário de Lisboa
SIL	Salão Imobiliário de Lisboa
SIMAB	Sociedade Instaladora de Mercados Abastecedores
SIMAB	Sociedade Instaladora dos Mercados Abastecedores
SIMA	Salão Imobiliário de Madrid
SIMA	Sindicato da Indústria Metalúrgica e Afins
SIMA	Sindicato das Industrias Metalúrgicas e Afins
SIMA	Sindicato das Indústrias Metalúrgica s e Afins
SIMA	Sindicato das Indústrias Metalúrgicas e Afins
SIMA	sindicatos da Indústria Metalúrgica e Afins
SIME	sistema de incentivo à modernização empresarial
SIME	Sistema de Incentivo à Modernização rial
SIME	Sistema de Incentivos à Modernização Empresarial
SIME	sistema de incentivos aos grandes investimentos
Simlis	Saneamento Integrado dos Municípios do Lis
SIMLIS	Saneamento Integrado dos Municípios do Lis
Simlis	Sistema Integrado dos Municípios do Lis
Simo	Sociedade Imobiliária de Cinemas
Simplis	simplificação administrativa do Município
SIMPorto	Sistema de Informação Multicritérios da Cidade do Porto
SIM	Serviço de Informações Militares
SIM	Sindicato Independente dos médicos
SIM	Sindicato Independente dos Médicos
SIM	Sistema Intermodal de Mercadorias
SIM	Sistema Internacional de Monitorização
SIM/Sul	Sindicato Independente dos Médicos da Zona Sul
SimTejo	Sistema Multimunicipal de Saneamento do Tejo e Trancão
Sinafe	Sindicato Nacional dos Ferroviários do Movimento e Afins
SINAFE	Sindicato Nacional dos Ferroviários do Movimento e Afins
Sinape	Sindicato Nacional dos Profissionais da Educação
SINAPE	Sindicato Nacional dos Profissionais da Educação
SINAPE	Sindicato Nacional dos Profissionais de Educação
Sinapol	Sindicato dos Profissionais da Polícia
Sinapol	Sindicato Nacional da Policia
Sinapol	Sindicato Nacional da Polícia
SINAPOL	Sindicato Nacional da Polícia
Sinapol	Sindicato Nacional de Polícia
SINAPOL	Sindicato Nacional de Polícia
Sinaprof	Sindicato Nacional dos Professores do país
Sinas	Sistema Nacional de Avaliação dos Serviços de Saúde
Sinave	sistema nacional de informação de vigilância epidemiológica
Sinave	Sistema Nacional de Informação de Vigilância Epidemiológica
SINAVE	sistema nacional de informação de vigilância epidemiológica
Sinave	sistema nacional de vigilância epidemiológica
SINCTA	Sindicato dos Controladores de Tráfego Aéreo
Sindap	Sindicato dos Trabalhadores da Administração Pública
Sindav	Sindicato Democrático dos Trabalhadores dos Aeroportos e Aviação
SINDEL	Sindicato Nacional das Indústrias Eléctricas
Sindep	Sindicato Democrático dos Professores
Sindep	Sindicato Independente e Democrático dos Professores
Sindep	Sindicato Nacional de Democrático dos Professores
SINDEP	Sindicato Nacional Democrático dos Professores
Sindep	Sindicato Nacional e Democrático de Professores
SINDEP	Sindicato Nacional e Democrático de Professores
Sindep	Sindicato Nacional e Democrático dos Professores
SINDEP	Sindicato Nacional e Democrático dos Professores
Sindicerv	Sindicato Nacional da Cerveja
Sindite	Sindicato Democrático dos Técnicos de Diagnóstico e Terapêutica
Sines	servir os quatro municípios alentejanos do distrito de Setúbal
Sines	suportes económicos de muitas famílias dos quatro concelhos envolventes
SINOOV	Sindicato Nacional dos Oficiais de Operações de Voo
Sinquifa	Sindicato da Indústria Química e Farmacêutica
SIN	Sistema de Informação Notarial
SINS	Serviço de Informação Nacional de Sismologia
SINTAB	Sindicato da Indústria da Alimentação e Bebidas
SINTAC	Sindicato Nacional dos Trabalhadores da Aviação Civil
SINTAC	sindicatos Nacional dos Trabalhadores da Aviação Civil
Sintaf	Sindicato dos Trabalhadores das Actividades Financeiras
Sintap	Sindicato da Administração Pública
Sintap	Sindicato dos Trabalhadores da Administração Pública
SINTAP	sindicato dos trabalhadores da Administração Pública
SINTAP	Sindicato dos Trabalhadores da Administração Pública
Sintap	Sindicato dos Trabalhadores de Administração Pública
SINTAP	Sindicato dos Trabalhadores de Administração Pública
SINTAP	Sindicato Nacional dos Trabalhadores da Administração Pública
Sintap	Sindicatos dos Trabalhadores da Administração Pública
Sintra	se encontrava evadido do estabelecimento prisional do Linhó
Sintra	seis concelhos do distrito de Lisboa
SINTTAV	Sindicato Nacional dos Trabalhadores das Telecomunicações e Audiovisual
Sinus	sistema de informatização nacional de unidades de saúde
SIOP	Sistema de Informações e Operações Policiais
SIOPS	Sistema Integrado de Operações de Protecção e Socorro
Sipam	Sistema de Protecção da Amazónia
SIPAU	Sistema Integrado de Pilhas e Acumuladores Usados
SIPC	Securities Investor Protection Corporation
SIPEC	Sociedade Internacional de Promoção de Ensino e Cultura
SIPEC	Sociedade Internacional de Promoção do Ensino e Cultura
SIPEC	Sociedade Internacional de Promoção Ensino Cultura
SIPEP	Sistema de Informação do Passaporte Electrónico Português
SIPE	Sindicato Independente de Professores e Educadores
SIPE	Sindicato Independente dos Professores e Educadores
SIPE	Sistema Nacional de Planeamento de Emergência
SIPIE	Sistema de Incentivos para Pequenas Iniciativas e s
SIPNAT	Sistema de Informação do Património Natural
SIPO	Sistema Integrado de Pessoas e Organizações
SIPPEB	Sindicato dos Professores do Pré-escolar e Ensino Básico
SIP-SIG	Sistema de Identificação Parcelar-Sistema de Informação Geográfica
SIP	Sociedade Industrial de Pescas
Sirca	Sistema Integrado de Recolha de Cadáveres de Ovinos e Caprinos
SIRCOM	Sistema Integrado do Registo Comercial
SIRER	Sistema Integrado de Registo Electrónico de Resíduos
SIRESP	sistema de intercomunicação das forças de segurança e protecção civil
SIRESP	sistema integrado das redes de emergência e segurança de Portugal
SIRESP	Sistema Integrado das Redes de Emergência e Segurança de Portugal
Siresp	Sistema Integrado das Redes de Segurança e Emergência de Portugal
Siresp	Sistema Integrado das Redes e Emergência e Segurança de Portugal
Siresp	Sistema Integrado de Emergência e Segurança de Portugal
SIRESP	Sistema Integrado de Redes de Emergência de Portugal
SIRESP	Sistema Integrado de Redes de Emergência e Segurança de Portugal
SIRESP	Sistema Integrado de Redes de Emergências e Segurança de Portugal
SIRIC	Sistema Integrado de Registo e Identificação Civil
SIRIC	Sistema Integrado do Registo e Identificação Civil
SIRME	Sistema de Incentivos Regionais para a Modernização rial
SIRP	Serviço de Informação da República Portuguesa
SIRP	Serviço de Informações da República Portuguesa
SIRP	Serviço Informações da República Portuguesa
SIRP	Serviços de Informação da República Portuguesa
SIRP	Serviços de Informações da República Portuguesa
SIRP	Sistema de Informação da República Portuguesa
SIRP	Sistema de Informação do Registo Predial
SIRP	Sistema de Informações da República Portuguesa
SIR	Serviço de Intervenção Rápida
SIR	Sistema de Informação Residencial
SIRVA	Sistema Integrado de Resíduos do Ave do Ave
SIS-ARD	Sistema de Informatização da Saúde - Açores Região Digital
SI	Sector Intelectual
